dim1,dim2
383565,382965
383566,356648
383608,196105
383613,646636
383617,889426
383623,144836
383632,92673
383637,178062
383659,334384
383664,912172
383692,628788
383709,894213
383713,718621
383719,100492
383745,734135
383748,73163
383753,902627
383760,725385
383765,481664
383776,415621
383779,643789
383782,361026
383835,473657
383842,890463
383846,731088
383855,768845
383863,264667
383874,619933
383898,373426
383908,184905
383916,845532
383923,389803
383924,414978
383946,359224
383973,567018
383981,81778
383983,890213
383992,52468
384007,203251
384015,94355
384018,103918
384023,374206
384039,340534
384053,79567
384053,804625
384060,88085
384069,66479
384093,533738
384119,43503
384130,734433
384138,421911
384142,104256
384153,255038
384182,551211
384186,62589
384198,379477
384211,646032
384213,164532
384223,70579
384239,564181
384256,386745
384261,879634
384298,42783
384299,264058
384349,706765
384350,167337
384350,887791
384365,561953
384381,682598
384406,650687
384416,443906
384442,580883
384444,482464
384490,334745
384490,299059
384506,155298
384508,242404
384514,900702
384523,262849
384528,114367
384532,92652
384532,353599
384537,879639
384541,850818
384547,366376
384560,366925
384563,487432
384564,899031
384575,465118
384578,89899
384581,179703
384582,452176
384583,433527
384594,620226
384601,34255
384610,652007
384611,518206
384613,171315
384618,143633
384638,156504
384639,469322
384640,91815
384650,176047
384654,437145
384664,325753
384700,265345
384705,835173
384725,262416
384725,594457
384731,260605
384731,139362
384768,81265
384777,250303
384785,619922
384786,315817
384793,254609
384794,84073
384804,451086
384818,541734
384818,912107
384818,366369
384824,685937
384855,604556
384858,494148
384860,739527
384860,542349
384866,420875
384877,354183
384885,481368
384890,249577
384918,877209
384922,124158
384922,12622
384927,453383
384952,546065
384965,417239
384985,446586
385002,763559
385008,928543
385022,161172
385050,511182
385051,198415
385058,14836
385085,188153
385090,63295
385109,350716
385113,708441
385121,723502
385124,309468
385153,158329
385173,578311
385179,545792
385206,671537
385225,638809
385242,408424
385272,876392
385274,664882
385291,269459
385302,910382
385302,822517
385302,366625
385308,624073
385333,249841
385337,257954
385347,49123
385354,379236
385378,714412
385385,340307
385390,271343
385403,162717
385404,331741
385408,25304
385414,351734
385485,6728
385495,200224
385512,156714
385513,694638
385513,476404
385513,428465
385528,910829
385541,251469
385552,203632
385560,163727
385561,265208
385575,935188
385590,902979
385600,8022
385600,76128
385602,49725
385607,301974
385627,524381
385655,158695
385672,241896
385675,250866
385683,755024
385685,342512
385691,254618
385698,532873
385713,323971
385719,620282
385736,349121
385747,643621
385752,727084
385771,542332
385778,151703
385780,571259
385787,362548
385797,741906
385827,472944
385829,547026
385846,24744
385879,874689
385882,52881
385899,158087
385903,273937
385908,275215
385921,90632
385929,171051
385931,338014
385934,731386
385934,362446
385944,890823
385958,69953
385995,267524
385998,314098
386008,290391
386038,354309
386041,351256
386063,910605
386072,747287
386096,629177
386107,631522
386127,837014
386131,769407
386139,769595
386144,264329
386150,904412
386156,753847
386159,206771
386160,451814
386163,167415
386168,527176
386178,687271
386192,730263
386208,418161
386220,571706
386233,446623
386233,378233
386238,229974
386242,800128
386242,591275
386258,628561
386283,259927
386305,707282
386315,416462
386324,56066
386353,75686
386358,630394
386365,25464
386371,158798
386393,508328
386403,389801
386403,183919
386437,181641
386441,942259
386450,808764
386461,804546
386480,745445
386498,514256
386502,733929
386506,79764
386523,112328
386538,71489
386540,624774
386543,160637
386550,699187
386590,901226
386607,37842
386635,84866
386636,708256
386639,429216
386643,558225
386644,523691
386648,842973
386649,616705
386674,353806
386676,617004
386685,274753
386689,75783
386736,623904
386741,472541
386757,358015
386763,899784
386764,91335
386776,468576
386801,645481
386820,61206
386820,228535
386823,273312
386848,725204
386858,54137
386870,749137
386886,566941
386901,731447
386919,647106
386931,263609
386948,33531
386957,41826
386984,914957
386988,61571
386998,734314
386999,236584
387002,253648
387045,273502
387052,258309
387058,739676
387068,237177
387090,816021
387100,721362
387112,608947
387137,779903
387142,524253
387145,549226
387149,745387
387156,312006
387168,627078
387175,25662
387183,351404
387228,76557
387246,629311
387250,764563
387252,96761
387256,61484
387267,287636
387275,905267
387278,746883
387281,24638
387288,272168
387298,171781
387343,547638
387345,914543
387377,369297
387377,726209
387380,399408
387400,365791
387412,784916
387413,537773
387424,729029
387443,918363
387478,329388
387479,546788
387481,6347
387503,135837
387521,241318
387525,74889
387554,435146
387560,166977
387566,565988
387571,851705
387573,90957
387591,718752
387609,428053
387627,503904
387648,920351
387666,153895
387668,205794
387672,453627
387686,607063
387697,922394
387706,478577
387723,533336
387725,96214
387738,621608
387748,618079
387755,278715
387760,540497
387773,70727
387852,126284
387858,62911
387882,62873
387893,621841
387904,232799
387924,367827
387932,87601
387952,475996
387961,440103
387981,498213
387983,699081
387986,4252
387987,14864
387990,923149
387994,457339
388006,621836
388014,172241
388015,364541
388016,70217
388027,755264
388052,625526
388055,918963
388055,731091
388087,923722
388100,324828
388105,16817
388113,305555
388114,549504
388122,306272
388129,964104
388131,471127
388136,61489
388137,645228
388154,524168
388175,756503
388175,55915
388179,388516
388180,469412
388180,452398
388182,450772
388182,99653
388192,829058
388199,80644
388212,112525
388225,504745
388241,170129
388254,626765
388296,442557
388308,7418
388308,206303
388329,133
388354,423729
388355,169013
388358,88696
388374,168083
388378,790275
388382,909933
388397,49234
388406,569559
388408,57502
388428,3315
388444,165058
388455,646075
388467,54896
388480,170024
388497,922613
388501,43534
388528,70122
388529,722348
388539,101866
388550,389381
388556,461542
388578,169758
388592,200819
388593,804796
388660,552311
388666,375976
388675,729967
388700,440937
388716,177746
388726,944067
388727,394197
388765,36522
388777,46608
388797,410909
388806,76017
388807,873326
388812,279592
388819,557761
388831,186119
388833,911854
388845,555937
388940,35277
388954,68763
388962,443167
388965,163791
388984,531182
388996,945535
389005,93241
389013,46654
389022,463218
389030,815671
389034,235549
389035,63877
389047,830663
389056,363606
389085,570178
389092,157238
389110,809383
389137,261196
389175,817914
389199,904822
389207,62878
389208,882594
389213,617558
389258,180915
389265,809661
389271,745541
389278,92796
389283,720661
389288,622238
389317,208778
389343,221744
389361,297644
389394,453603
389416,83675
389417,262677
389425,920784
389438,811016
389447,122103
389468,15791
389475,439681
389487,93581
389492,317436
389493,603276
389498,460192
389507,496394
389517,649905
389532,411984
389539,172165
389559,909488
389578,179501
389589,70434
389600,360872
389650,265963
389653,49368
389685,731844
389689,527475
389698,359065
389709,520574
389730,653542
389745,158869
389746,931145
389767,729093
389781,173229
389799,425375
389799,874836
389819,334639
389835,603383
389838,18876
389853,380847
389915,415233
389947,910649
389953,882979
389987,70361
389989,167517
389999,60755
390039,112583
390045,263739
390055,64966
390063,727461
390075,172584
390088,951608
390103,816264
390113,813888
390152,831209
390169,557243
390170,913856
390179,179519
390193,440531
390193,410517
390196,912145
390197,582542
390214,43343
390219,24542
390228,241101
390230,892154
390230,781703
390249,238014
390277,427866
390304,242763
390341,68891
390342,3284
390366,560366
390368,177649
390396,512057
390413,66466
390430,614759
390449,243091
390465,564746
390486,412419
390490,149585
390494,383247
390506,58785
390559,927392
390563,786095
390642,84155
390642,288636
390674,276131
390675,536359
390708,441272
390745,535266
390775,353141
390792,518942
390842,347324
390844,73916
390849,825034
390874,72199
390893,933453
390893,167985
390896,298029
390943,657892
390984,103927
390985,379296
391000,718387
391017,36781
391019,264196
391019,535854
391027,557873
391036,109156
391049,469479
391093,908033
391111,154902
391114,746401
391123,727811
391138,329918
391146,124738
391166,265038
391176,281943
391246,123034
391258,839822
391270,145541
391272,620278
391272,826722
391276,203129
391293,674336
391326,472381
391329,71276
391346,465179
391354,51214
391371,280341
391379,335917
391394,257486
391396,247627
391412,171764
391425,438648
391425,13498
391452,731422
391476,61716
391484,286725
391495,701068
391503,633842
391510,171232
391531,827438
391555,648792
391579,285643
391625,539156
391628,439133
391644,712264
391667,533901
391667,7566
391677,442542
391689,536708
391690,773223
391714,382744
391722,602893
391749,14865
391750,515149
391761,286988
391769,441756
391769,242532
391777,688901
391779,76451
391789,30339
391794,161873
391823,814407
391845,453616
391901,247624
391914,541227
391924,150926
391950,846783
391970,194758
392040,830399
392055,553375
392062,426057
392065,815915
392076,716343
392078,628708
392102,715155
392109,925219
392116,805752
392170,482409
392171,914584
392180,430147
392192,252205
392194,169145
392195,113036
392195,52975
392239,106346
392259,577514
392306,285215
392313,193776
392314,912223
392322,85599
392330,881362
392334,215007
392337,477013
392342,80786
392343,54704
392346,819532
392359,224732
392365,122566
392388,779264
392390,585054
392403,282813
392427,251387
392436,856713
392462,54578
392481,815352
